GEO,Sex,Age group,Disability type,Global Severity,Labour force status,UOM,VALUE,STATUS
Saskatchewan,Males,35 to 44 years,Pain,Severe,Employment Rate,Percent,82.0,
Saskatchewan,Males,35 to 44 years,Pain,Severe,Age standardized employment rate,Percent,82.5,
Saskatchewan,Males,35 to 44 years,Pain,Very Severe,Total labour force,Number,540.0,E
Saskatchewan,Males,45 to 54 years,All disability types,Mild,Total labour force,Number,3280.0,
Saskatchewan,Males,45 to 54 years,All disability types,Mild,Employed,Number,2680.0,E
Saskatchewan,Males,45 to 54 years,All disability types,Mild,Participation rate,Percent,90.2,
Saskatchewan,Males,45 to 54 years,All disability types,Mild,Age standardized participation rate,Percent,90.2,
Saskatchewan,Males,45 to 54 years,All disability types,Mild,Employment Rate,Percent,81.7,
Saskatchewan,Males,45 to 54 years,All disability types,Mild,Age standardized employment rate,Percent,81.7,
Saskatchewan,Males,45 to 54 years,All disability types,Moderate,Total labour force,Number,2240.0,E
Saskatchewan,Males,45 to 54 years,All disability types,Moderate,Employed,Number,1720.0,E
Saskatchewan,Males,45 to 54 years,All disability types,Moderate,Participation rate,Percent,80.8,
Saskatchewan,Males,45 to 54 years,All disability types,Moderate,Age standardized participation rate,Percent,80.8,
Saskatchewan,Males,45 to 54 years,All disability types,Moderate,Employment Rate,Percent,80.8,
Saskatchewan,Males,45 to 54 years,All disability types,Moderate,Age standardized employment rate,Percent,80.8,
Saskatchewan,Males,45 to 54 years,All disability types,Severe,Total labour force,Number,1520.0,E
Saskatchewan,Males,45 to 54 years,All disability types,Severe,Employed,Number,650.0,E
Saskatchewan,Males,45 to 54 years,All disability types,Severe,Participation rate,Percent,56.8,E
Saskatchewan,Males,45 to 54 years,All disability types,Severe,Age standardized participation rate,Percent,57.3,E
Saskatchewan,Males,45 to 54 years,All disability types,Severe,Employment Rate,Percent,46.8,E
Saskatchewan,Males,45 to 54 years,All disability types,Severe,Age standardized employment rate,Percent,47.1,E
Saskatchewan,Males,45 to 54 years,All disability types,Very Severe,Total labour force,Number,1610.0,E
Saskatchewan,Males,45 to 54 years,Mobility,Very Severe,Total labour force,Number,1290.0,E
Saskatchewan,Males,45 to 54 years,Flexibility,Mild,Total labour force,Number,1660.0,E
Saskatchewan,Males,45 to 54 years,Flexibility,Mild,Employed,Number,1280.0,E
Saskatchewan,Males,45 to 54 years,Flexibility,Mild,Participation rate,Percent,94.0,
Saskatchewan,Males,45 to 54 years,Flexibility,Mild,Age standardized participation rate,Percent,93.9,
Saskatchewan,Males,45 to 54 years,Flexibility,Mild,Employment Rate,Percent,77.1,
Saskatchewan,Males,45 to 54 years,Flexibility,Mild,Age standardized employment rate,Percent,77.2,
Saskatchewan,Males,45 to 54 years,Flexibility,Moderate,Total labour force,Number,1320.0,E
Saskatchewan,Males,45 to 54 years,Flexibility,Moderate,Participation rate,Percent,74.4,E
Saskatchewan,Males,45 to 54 years,Flexibility,Moderate,Age standardized participation rate,Percent,74.8,E
Saskatchewan,Males,45 to 54 years,Flexibility,Moderate,Employment Rate,Percent,74.4,E
Saskatchewan,Males,45 to 54 years,Flexibility,Moderate,Age standardized employment rate,Percent,74.8,E
Saskatchewan,Males,45 to 54 years,Flexibility,Severe,Total labour force,Number,1280.0,E
Saskatchewan,Males,45 to 54 years,Flexibility,Very Severe,Total labour force,Number,1540.0,E
Saskatchewan,Males,45 to 54 years,Pain,Mild,Total labour force,Number,2250.0,E
Saskatchewan,Males,45 to 54 years,Pain,Mild,Employed,Number,1870.0,E
Saskatchewan,Males,45 to 54 years,Pain,Mild,Participation rate,Percent,92.4,
Saskatchewan,Males,45 to 54 years,Pain,Mild,Age standardized participation rate,Percent,92.8,
Saskatchewan,Males,45 to 54 years,Pain,Mild,Employment Rate,Percent,83.1,
Saskatchewan,Males,45 to 54 years,Pain,Mild,Age standardized employment rate,Percent,83.2,
Saskatchewan,Males,45 to 54 years,Pain,Moderate,Total labour force,Number,1960.0,E
Saskatchewan,Males,45 to 54 years,Pain,Moderate,Employed,Number,1530.0,E
Saskatchewan,Males,45 to 54 years,Pain,Moderate,Participation rate,Percent,82.7,
Saskatchewan,Males,45 to 54 years,Pain,Moderate,Age standardized participation rate,Percent,82.8,
Saskatchewan,Males,45 to 54 years,Pain,Moderate,Employment Rate,Percent,82.7,
Saskatchewan,Males,45 to 54 years,Pain,Moderate,Age standardized employment rate,Percent,82.8,
Saskatchewan,Males,45 to 54 years,Pain,Severe,Total labour force,Number,1520.0,E
Saskatchewan,Males,45 to 54 years,Pain,Severe,Employed,Number,650.0,E
Saskatchewan,Males,45 to 54 years,Pain,Severe,Participation rate,Percent,56.8,E
Saskatchewan,Males,45 to 54 years,Pain,Severe,Age standardized participation rate,Percent,57.3,E
Saskatchewan,Males,45 to 54 years,Pain,Severe,Employment Rate,Percent,46.8,E
Saskatchewan,Males,45 to 54 years,Pain,Severe,Age standardized employment rate,Percent,47.1,E
Saskatchewan,Males,45 to 54 years,Pain,Very Severe,Total labour force,Number,1540.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Mild,Total labour force,Number,4490.0,
Saskatchewan,Males,55 to 64 years,All disability types,Mild,Employed,Number,3280.0,
Saskatchewan,Males,55 to 64 years,All disability types,Mild,Participation rate,Percent,82.0,
Saskatchewan,Males,55 to 64 years,All disability types,Mild,Age standardized participation rate,Percent,81.9,
Saskatchewan,Males,55 to 64 years,All disability types,Mild,Employment Rate,Percent,78.8,
Saskatchewan,Males,55 to 64 years,All disability types,Mild,Age standardized employment rate,Percent,78.7,
Saskatchewan,Males,55 to 64 years,All disability types,Moderate,Total labour force,Number,2730.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Moderate,Employed,Number,1540.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Moderate,Not in labour force,Number,1190.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Moderate,Participation rate,Percent,56.4,E
Saskatchewan,Males,55 to 64 years,All disability types,Moderate,Age standardized participation rate,Percent,56.6,E
Saskatchewan,Males,55 to 64 years,All disability types,Moderate,Employment Rate,Percent,56.4,E
Saskatchewan,Males,55 to 64 years,All disability types,Moderate,Age standardized employment rate,Percent,56.6,E
Saskatchewan,Males,55 to 64 years,All disability types,Severe,Total labour force,Number,3560.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Severe,Employed,Number,1650.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Severe,Not in labour force,Number,1260.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Severe,Participation rate,Percent,57.4,E
Saskatchewan,Males,55 to 64 years,All disability types,Severe,Age standardized participation rate,Percent,57.4,E
Saskatchewan,Males,55 to 64 years,All disability types,Severe,Employment Rate,Percent,55.7,E
Saskatchewan,Males,55 to 64 years,All disability types,Severe,Age standardized employment rate,Percent,55.6,E
Saskatchewan,Males,55 to 64 years,All disability types,Very Severe,Total labour force,Number,2450.0,E
Saskatchewan,Males,55 to 64 years,All disability types,Very Severe,Not in labour force,Number,1320.0,E
Saskatchewan,Males,55 to 64 years,Hearing,Mild,Total labour force,Number,920.0,E
Saskatchewan,Males,55 to 64 years,Hearing,Mild,Employed,Number,810.0,E
Saskatchewan,Males,55 to 64 years,Hearing,Mild,Participation rate,Percent,95.7,
Saskatchewan,Males,55 to 64 years,Hearing,Mild,Age standardized participation rate,Percent,95.2,
Saskatchewan,Males,55 to 64 years,Hearing,Mild,Employment Rate,Percent,88.0,
Saskatchewan,Males,55 to 64 years,Hearing,Mild,Age standardized employment rate,Percent,88.2,
Saskatchewan,Males,55 to 64 years,Hearing,Moderate,Total labour force,Number,1210.0,E
Saskatchewan,Males,55 to 64 years,Hearing,Moderate,Participation rate,Percent,66.1,E
Saskatchewan,Males,55 to 64 years,Hearing,Moderate,Age standardized participation rate,Percent,66.5,E
Saskatchewan,Males,55 to 64 years,Hearing,Moderate,Employment Rate,Percent,66.1,E
Saskatchewan,Males,55 to 64 years,Hearing,Moderate,Age standardized employment rate,Percent,66.5,E
Saskatchewan,Males,55 to 64 years,Mobility,Moderate,Total labour force,Number,1130.0,E
Saskatchewan,Males,55 to 64 years,Mobility,Severe,Total labour force,Number,2690.0,E
Saskatchewan,Males,55 to 64 years,Mobility,Very Severe,Total labour force,Number,2310.0,E
Saskatchewan,Males,55 to 64 years,Flexibility,Mild,Total labour force,Number,1020.0,E
Saskatchewan,Males,55 to 64 years,Flexibility,Mild,Employed,Number,860.0,E
Saskatchewan,Males,55 to 64 years,Flexibility,Mild,Participation rate,Percent,84.3,
Saskatchewan,Males,55 to 64 years,Flexibility,Mild,Age standardized participation rate,Percent,84.5,
Saskatchewan,Males,55 to 64 years,Flexibility,Mild,Employment Rate,Percent,84.3,
Saskatchewan,Males,55 to 64 years,Flexibility,Mild,Age standardized employment rate,Percent,84.5,
Saskatchewan,Males,55 to 64 years,Flexibility,Moderate,Total labour force,Number,1530.0,E
Saskatchewan,Males,55 to 64 years,Flexibility,Severe,Total labour force,Number,2540.0,E
Saskatchewan,Males,55 to 64 years,Flexibility,Severe,Not in labour force,Number,1200.0,E
Saskatchewan,Males,55 to 64 years,Flexibility,Very Severe,Total labour force,Number,2270.0,E
Saskatchewan,Males,55 to 64 years,Dexterity,Very Severe,Total labour force,Number,1220.0,E
Saskatchewan,Males,55 to 64 years,Pain,Mild,Total labour force,Number,2490.0,E
Saskatchewan,Males,55 to 64 years,Pain,Mild,Employed,Number,2030.0,E
Saskatchewan,Males,55 to 64 years,Pain,Mild,Participation rate,Percent,94.2,
Saskatchewan,Males,55 to 64 years,Pain,Mild,Age standardized participation rate,Percent,94.1,
Saskatchewan,Males,55 to 64 years,Pain,Mild,Employment Rate,Percent,91.0,
Saskatchewan,Males,55 to 64 years,Pain,Mild,Age standardized employment rate,Percent,91.2,
Saskatchewan,Males,55 to 64 years,Pain,Moderate,Total labour force,Number,2460.0,E
Saskatchewan,Males,55 to 64 years,Pain,Moderate,Employed,Number,1370.0,E
Saskatchewan,Males,55 to 64 years,Pain,Moderate,Participation rate,Percent,55.7,E
Saskatchewan,Males,55 to 64 years,Pain,Moderate,Age standardized participation rate,Percent,55.7,E
Saskatchewan,Males,55 to 64 years,Pain,Moderate,Employment Rate,Percent,55.7,E
Saskatchewan,Males,55 to 64 years,Pain,Moderate,Age standardized employment rate,Percent,55.7,E
Saskatchewan,Males,55 to 64 years,Pain,Severe,Total labour force,Number,3460.0,E
Saskatchewan,Males,55 to 64 years,Pain,Severe,Employed,Number,1650.0,E
Saskatchewan,Males,55 to 64 years,Pain,Severe,Participation rate,Percent,59.4,E
Saskatchewan,Males,55 to 64 years,Pain,Severe,Age standardized participation rate,Percent,59.4,E
Saskatchewan,Males,55 to 64 years,Pain,Severe,Employment Rate,Percent,57.7,E
Saskatchewan,Males,55 to 64 years,Pain,Severe,Age standardized employment rate,Percent,57.6,E
Saskatchewan,Males,55 to 64 years,Pain,Very Severe,Total labour force,Number,2090.0,E
Saskatchewan,Males,55 to 64 years,Pain,Very Severe,Not in labour force,Number,960.0,E
Saskatchewan,Females,15 to 24 years,All disability types,Mild,Total labour force,Number,1360.0,
Saskatchewan,Females,15 to 24 years,All disability types,Mild,Employed,Number,820.0,
Saskatchewan,Females,15 to 24 years,All disability types,Mild,Not in labour force,Number,390.0,E
Saskatchewan,Females,15 to 24 years,All disability types,Mild,Participation rate,Percent,69.0,
Saskatchewan,Females,15 to 24 years,All disability types,Mild,Age standardized participation rate,Percent,69.3,
Saskatchewan,Females,15 to 24 years,All disability types,Mild,Employment Rate,Percent,65.1,
Saskatchewan,Females,15 to 24 years,All disability types,Mild,Age standardized employment rate,Percent,65.4,
Saskatchewan,Females,15 to 24 years,All disability types,Moderate,Total labour force,Number,470.0,E
Saskatchewan,Females,15 to 24 years,All disability types,Moderate,Employed,Number,240.0,E
Saskatchewan,Females,15 to 24 years,All disability types,Moderate,Not in labour force,Number,140.0,E
Saskatchewan,Females,15 to 24 years,All disability types,Moderate,Participation rate,Percent,68.9,
Saskatchewan,Females,15 to 24 years,All disability types,Moderate,Age standardized participation rate,Percent,68.7,
Saskatchewan,Females,15 to 24 years,All disability types,Moderate,Employment Rate,Percent,53.3,
Saskatchewan,Females,15 to 24 years,All disability types,Moderate,Age standardized employment rate,Percent,53.7,
Saskatchewan,Females,15 to 24 years,All disability types,Severe,Participation rate,Percent,49.4,
Saskatchewan,Females,15 to 24 years,All disability types,Severe,Age standardized participation rate,Percent,49.2,
Saskatchewan,Females,15 to 24 years,All disability types,Very Severe,Total labour force,Number,390.0,E
Saskatchewan,Females,15 to 24 years,Hearing,Mild,Total labour force,Number,210.0,E
Saskatchewan,Females,15 to 24 years,Mobility,Moderate,Total labour force,Number,140.0,E
Saskatchewan,Females,15 to 24 years,Mobility,Very Severe,Total labour force,Number,330.0,E
Saskatchewan,Females,15 to 24 years,Flexibility,Very Severe,Total labour force,Number,340.0,E
Saskatchewan,Females,15 to 24 years,Dexterity,Very Severe,Total labour force,Number,330.0,E
Saskatchewan,Females,15 to 24 years,Pain,Mild,Total labour force,Number,470.0,
Saskatchewan,Females,15 to 24 years,Pain,Mild,Employed,Number,360.0,E
Saskatchewan,Females,15 to 24 years,Pain,Mild,Participation rate,Percent,86.0,
Saskatchewan,Females,15 to 24 years,Pain,Mild,Age standardized participation rate,Percent,85.2,
Saskatchewan,Females,15 to 24 years,Pain,Mild,Employment Rate,Percent,83.7,
Saskatchewan,Females,15 to 24 years,Pain,Mild,Age standardized employment rate,Percent,83.0,
Saskatchewan,Females,15 to 24 years,Pain,Moderate,Total labour force,Number,270.0,E
Saskatchewan,Females,15 to 24 years,Pain,Moderate,Employed,Number,120.0,E
Saskatchewan,Females,15 to 24 years,Pain,Moderate,Participation rate,Percent,73.1,
Saskatchewan,Females,15 to 24 years,Pain,Moderate,Age standardized participation rate,Percent,72.1,
Saskatchewan,Females,15 to 24 years,Pain,Moderate,Employment Rate,Percent,46.2,E
Saskatchewan,Females,15 to 24 years,Pain,Moderate,Age standardized employment rate,Percent,46.1,E
Saskatchewan,Females,15 to 24 years,Pain,Very Severe,Total labour force,Number,270.0,E
Saskatchewan,Females,15 to 24 years,Learning,Mild,Total labour force,Number,230.0,E
Saskatchewan,Females,15 to 24 years,Learning,Mild,Employed,Number,130.0,E
Saskatchewan,Females,15 to 24 years,Learning,Mild,Participation rate,Percent,63.6,E
Saskatchewan,Females,15 to 24 years,Learning,Mild,Age standardized participation rate,Percent,62.9,E
Saskatchewan,Females,15 to 24 years,Learning,Mild,Employment Rate,Percent,59.1,E
Saskatchewan,Females,15 to 24 years,Learning,Mild,Age standardized employment rate,Percent,58.5,E
Saskatchewan,Females,15 to 24 years,Learning,Moderate,Total labour force,Number,140.0,E
Saskatchewan,Females,15 to 24 years,Learning,Very Severe,Total labour force,Number,350.0,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Mild,Total labour force,Number,400.0,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Mild,Employed,Number,240.0,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Mild,Participation rate,Percent,66.7,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Mild,Age standardized participation rate,Percent,66.4,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Mild,Employment Rate,Percent,61.5,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Mild,Age standardized employment rate,Percent,61.9,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Moderate,Total labour force,Number,260.0,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Moderate,Employed,Number,160.0,E
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Moderate,Participation rate,Percent,70.8,
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Moderate,Age standardized participation rate,Percent,73.4,
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Moderate,Employment Rate,Percent,66.7,
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Moderate,Age standardized employment rate,Percent,66.9,
Saskatchewan,Females,15 to 24 years,Mental and/or psychological,Severe,Total labour force,Number,520.0,E
